FeatureID,Name,Formula,MW,KEGG Pathways,Metabolika Pathways,name4plot,C,H,N,O,P,S,F,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0525,pyr-gln-OH,C10 H15 N3 O5,257.10125,NA,NA,pyr-gln-OH,10,15,3,5,0,0,0,0,1.5,0.5,0.3999999999999999,48.9,5,0,-1.5,-0.1111111111111111,-3,Protein,65110.7501052887,90078.1353597842,1.3834602613872742,0.4682812044661986,0.2673960193840558,0.7036295900989045,Upregulated
Feature0524,Hypoxanthine,C5 H4 N4 O,136.03856,Metabolic pathways;Other,Superpathway of purine nucleotide salvage;Other,Hypoxanthine,5,4,4,1,0,0,0,0,0.8,0.2,2,3.299999999999997,6,5,Inf,3,1,Condensed HC,318020.400499158,361216.06852523965,1.1358267204188242,0.18374275679642396,0.5570445888694464,0.7803660787805685,Upregulated
Feature0523,beta-D-Xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranose,C20 H34 O17,546.17965,ABC transporters,NA,beta-D-Xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranose-peak2,20,34,0,17,0,0,0,0,1.7,0.85,0,60.3,4,-13,-4.333333333333333,-0.391304347826087,-13,Carbohydrate,1026426.6043857717,1173874.3334469832,1.1436515075030098,0.1936475022990029,0.6685367139242037,0.8560082516210448,Upregulated
Feature0522,NA,C16 H30 N2 O14,474.16984,NA,NA,Feature0522,16,30,2,14,0,0,0,0,1.875,0.875,0.25,53.175,3,-11,-Inf,-0.8571428571428571,-13,Carbohydrate,2398087.5960488436,1440223.2794965147,0.6005715895739034,-0.735591865996788,0.1963461425110673,0.7036295900989045,Downregulated
Feature0521,(+)-[6]-Gingerol,C17 H26 O4,294.18323,Biosynthesis of secondary metabolites;Other,NA,(+)-[6]-Gingerol,17,26,0,4,0,0,0,0,1.5294117647058822,0.2352941176470588,-1.0588235294117645,90.47647058823529,5,1,0.07692307692307693,0.2,1,Lipid,5351638.121563289,6737932.163203347,1.2590410655859334,0.3323253395708143,0.3488944754386584,0.7109171617773464,Upregulated
Feature0520,NA,C9 H11 N8 P S,294.05636,NA,NA,Feature0520,9,11,8,0,1,1,0,0,1.2222222222222223,0,1.1111111111111112,28.63333333333333,9,9,1,1,-1,Unsaturated HC,31440269.657102667,25600233.151067,0.8142497958914183,-0.2964566419075414,0.5685963042850195,0.7861856935217483,Downregulated
Feature0519,NA,C9 H21 N O6,239.13682,NA,NA,Feature0519,9,21,1,6,0,0,0,0,2.3333333333333335,0.6666666666666666,-0.666666666666667,79.30000000000001,0,-6,-3.5,-0.8,-7,Other,580622.3856677484,274177.30555947265,0.4722127708599339,-1.082491035516592,0.16020693860092144,0.7036295900989045,Downregulated
Feature0518,Homogentisic acid,C8 H8 O4,168.04221,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Degradation of aromatic compounds;Other,Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Other,Homogentisic acid-peak2,8,8,0,4,0,0,0,0,1,0.5,0,60.3,5,1,0.25,0.5,1,Lignin,8396831.646574626,8117187.786615087,0.9666965027131852,-0.0488650725649944,0.8214564768296289,0.931027840290095,Downregulated
Feature0517,D-Xylulosonic acid,C5 H8 O6,164.03204,NA,NA,D-Xylulosonic acid-peak4,5,8,0,6,0,0,0,0,1.6,1.2,0.7999999999999998,37.5,2,-4,4,-0.5,-4,Carbohydrate,35489948.385912,14472344.692883452,0.4077871439967593,-1.2941118015938664,0.1138157556404853,0.7036295900989045,Downregulated
Feature0516,NA,C11 H15 N5 O6,313.10235,NA,NA,Feature0516,11,15,5,6,0,0,0,0,1.3636363636363635,0.5454545454545454,1.0909090909090908,29.209090909090907,7,1,-Inf,-0.3333333333333333,-4,Lignin,110806210.60136141,122753092.251433,1.1078177981652304,0.14772062209234063,0.4026415735149943,0.7221918866507094,Upregulated
