FeatureID,Name,Formula,MW,KEGG Pathways,Metabolika Pathways,name4plot,C,H,N,O,P,S,F,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0525,pyr-gln-OH,C10 H15 N3 O5,257.10125,NA,NA,pyr-gln-OH,10,15,3,5,0,0,0,0,1.5,0.5,0.3999999999999999,48.9,5,0,-1.5,-0.1111111111111111,-3,Protein,5390737.86473857,65192.65981553312,0.012093457602894353,-6.369629409754174,5.39069253180982e-10,1.0481902145185761e-8,Downregulated
Feature0524,Hypoxanthine,C5 H4 N4 O,136.03856,Metabolic pathways;Other,Superpathway of purine nucleotide salvage;Other,Hypoxanthine,5,4,4,1,0,0,0,0,0.8,0.2,2,3.299999999999997,6,5,Inf,3,1,Condensed HC,15800123.413079077,181155.35601673074,0.01146543930579513,-6.446564555994266,2.679354269192548e-6,8.629822032675385e-6,Downregulated
Feature0523,beta-D-Xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranose,C20 H34 O17,546.17965,ABC transporters,NA,beta-D-Xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranose-peak2,20,34,0,17,0,0,0,0,1.7,0.85,0,60.3,4,-13,-4.333333333333333,-0.391304347826087,-13,Carbohydrate,10921704.891829945,568258.1575061483,0.05203016956915194,-4.2645077806308676,3.303599176236093e-8,2.0404583147340576e-7,Downregulated
Feature0522,NA,C16 H30 N2 O14,474.16984,NA,NA,Feature0522,16,30,2,14,0,0,0,0,1.875,0.875,0.25,53.175,3,-11,-Inf,-0.8571428571428571,-13,Carbohydrate,20403087.252784967,1377802.908064958,0.06752913865409714,-3.8883460339701874,6.7254194484476995e-6,1.9836209047387878e-5,Downregulated
Feature0521,(+)-[6]-Gingerol,C17 H26 O4,294.18323,Biosynthesis of secondary metabolites;Other,NA,(+)-[6]-Gingerol,17,26,0,4,0,0,0,0,1.5294117647058822,0.2352941176470588,-1.0588235294117645,90.47647058823529,5,1,0.07692307692307693,0.2,1,Lipid,4999970.775445689,3085489.743600068,0.6171015556235991,-0.6964201634736344,0.003911069465970945,0.006477323248059135,Downregulated
Feature0520,NA,C9 H11 N8 P S,294.05636,NA,NA,Feature0520,9,11,8,0,1,1,0,0,1.2222222222222223,0,1.1111111111111112,28.63333333333333,9,9,1,1,-1,Unsaturated HC,55079972.96280463,16431782.145568673,0.2983258934543235,-1.7450388918139408,4.535141082031619e-7,1.7901872692230076e-6,Downregulated
Feature0519,NA,C9 H21 N O6,239.13682,NA,NA,Feature0519,9,21,1,6,0,0,0,0,2.3333333333333335,0.6666666666666666,-0.666666666666667,79.30000000000001,0,-6,-3.5,-0.8,-7,Other,5966751.268735902,220314.18725455948,0.03692364191699155,-4.759311331361595,8.944047770251603e-7,3.2161815612206107e-6,Downregulated
Feature0518,Homogentisic acid,C8 H8 O4,168.04221,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Degradation of aromatic compounds;Other,Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Other,Homogentisic acid-peak2,8,8,0,4,0,0,0,0,1,0.5,0,60.3,5,1,0.25,0.5,1,Lignin,4437379.781408506,4137521.421880832,0.9324244544530524,-0.1009412527377233,0.7807482854463872,0.8005719723815493,Downregulated
Feature0517,D-Xylulosonic acid,C5 H8 O6,164.03204,NA,NA,D-Xylulosonic acid-peak4,5,8,0,6,0,0,0,0,1.6,1.2,0.7999999999999998,37.5,2,-4,4,-0.5,-4,Carbohydrate,23533392.68506271,18292901.435810793,0.7773167974807899,-0.3634254022936462,0.22311792901603597,0.2749692787169457,Downregulated
Feature0516,NA,C11 H15 N5 O6,313.10235,NA,NA,Feature0516,11,15,5,6,0,0,0,0,1.3636363636363635,0.5454545454545454,1.0909090909090908,29.209090909090907,7,1,-Inf,-0.3333333333333333,-4,Lignin,20307114.87231753,64760157.69218543,3.1890378371999004,1.673121214936308,6.757468208035033e-8,3.7343903254930444e-7,Upregulated
Feature0515,NA,C6 H3 N3 O9 P2 S,354.90656,NA,NA,Feature0515,6,3,3,9,2,1,0,0,0.5,1.5,2.666666666666667,-15.700000000000015,8,-1,0.7777777777777778,0.5555555555555556,-7,Other,12713430.597745296,7311998.396532284,0.575139679279726,-0.798015721209261,0.010062877232087477,0.015538266314252723,Downregulated
