FeatureID,Name,Formula,MW,KEGG Pathways,Metabolika Pathways,name4plot,C,H,O,N,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature1694,α-Lactose,C12 H22 O11,342.11629,Metabolic pathways;Biosynthesis of secondary metabolites;ABC transporters;Other,Other,α-Lactose-peak2,12,22,11,0,0,0,1.8333333333333333,0.9166666666666666,0,60.3,2,-9,-9,-0.5384615384615384,-9,Carbohydrate,372727843.0740743,228324891.88354734,0.6125780408580076,-0.7070344434468547,0.4348352646225443,0.5660775334615167,Downregulated
Feature1693,Phenacetin,C10 H13 N O2,179.09462,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of alkaloids derived from shikimate pathway;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",NA,Phenacetin-peak6,10,13,2,1,0,0,1.3,0.2,-0.5999999999999996,77.39999999999999,5,3,0.2857142857142857,0.375,2,Lignin,5518659.195653943,5580011.364303817,1.0111172236724075,0.01595026549725494,0.9390662965047609,0.9602207984414697,Upregulated
Feature1692,"4-({4-[(2,4-Dihydroxy-3,6-dimethylbenzoyl)oxy]-2-methoxy-3,5,6-trimethylbenzoyl}oxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C31 H34 O10,566.21535,Biosynthesis of secondary metabolites;Other,NA,"4-({4-[(2,4-Dihydroxy-3,6-dimethylbenzoyl)oxy]-2-methoxy-3,5,6-trimethylbenzoyl}oxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak2",31,34,10,0,0,0,1.096774193548387,0.3225806451612903,-0.4516129032258061,73.17096774193547,15,5,0.23809523809523808,0.38461538461538464,5,Lignin,1394385.6442256833,2514449.6039881767,1.8032669903055953,0.8506130168885581,0.03378861281152804,0.1953512290195512,Upregulated
Feature1691,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",C10 H13 N O3,195.08956,Other,NA,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime-peak5",10,13,3,1,0,0,1.3,0.3,-0.4000000000000003,71.7,5,2,0.16666666666666666,0.3333333333333333,1,Lignin,1912300.43273814,1528839.7436980333,0.7994767545541753,-0.3228720081197844,0.6665920838352123,0.7603806363789302,Downregulated
Feature1690,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,NA,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak13",11,12,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Lignin,1157524.8152596313,2773909.7547438364,2.3964149348466903,1.2608777297532674,0.0125108833350431,0.1418324516036826,Upregulated
Feature1689,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",C10 H13 N O3,195.08956,Other,NA,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime-peak4",10,13,3,1,0,0,1.3,0.3,-0.4000000000000003,71.7,5,2,0.16666666666666666,0.3333333333333333,1,Lignin,6068167.047037956,2082507.8161298567,0.3431856440317324,-1.542938890876864,0.029726896126457274,0.18920338883080612,Downregulated
Feature1688,Betaine,C5 H11 N O2,117.07895,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant secondary metabolites;ABC transporters;Biosynthesis of alkaloids derived from shikimate pathway;Lysine degradation;Other,Superpathway of L-lysine degradation;Superpathway of branched chain amino acid biosynthesis;Superpathway of jasmonoyl-amino acid conjugates biosynthesis;Superpathway of linamarin and lotaustralin biosynthesis;Superpathway of indole-3-acetate conjugate biosynthesis;Other,Betaine-peak2,5,11,2,1,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein,864509321.326771,988607457.6043613,1.1435474820411833,0.1935162701511287,0.6560426901906002,0.752847417801444,Upregulated
Feature1687,NA,C30 H32 O10,552.19968,NA,NA,Feature1687,30,32,10,0,0,0,1.0666666666666669,0.3333333333333333,-0.4000000000000003,71.7,15,5,0.25,0.4,5,Lignin,2482463.9244157798,3248601.803588,1.3086199447399915,0.38804616416504956,0.23179762443954482,0.3842125007833551,Upregulated
Feature1686,Phenacetin,C10 H13 N O2,179.09467,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of alkaloids derived from shikimate pathway;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",NA,Phenacetin-peak5,10,13,2,1,0,0,1.3,0.2,-0.5999999999999996,77.39999999999999,5,3,0.2857142857142857,0.375,2,Lignin,5628689.8139399,9880422.85949157,1.7553681560177492,0.8117736408769114,0.016561571889261693,0.15394446212444693,Upregulated
Feature1685,Choline O-Sulfate,C5 H13 N O4 S,183.05656,ABC transporters,NA,Choline O-Sulfate,5,13,4,1,1,0,2.6,0.8,0,60.3,0,-4,6,-4,-6,Other,252735526.35082468,538059312.4162813,2.128942140367698,1.090136741270296,0.07734194830920275,0.22788732561425695,Upregulated
