FeatureID,Name,Formula,MW,KEGG Pathways,Metabolika Pathways,name4plot,C,H,N,O,P,S,F,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0525,pyr-gln-OH,C10 H15 N3 O5,257.10125,NA,NA,pyr-gln-OH,10,15,3,5,0,0,0,0,1.5,0.5,0.3999999999999999,48.9,5,0,-1.5,-0.1111111111111111,-3,Protein,273908.4044124265,155575.96882513675,0.5679853787578001,-0.8160743029481002,0.6589562823171494,0.987331970355366,Downregulated
Feature0524,Hypoxanthine,C5 H4 N4 O,136.03856,Metabolic pathways;Other,Superpathway of purine nucleotide salvage;Other,Hypoxanthine,5,4,4,1,0,0,0,0,0.8,0.2,2,3.299999999999997,6,5,Inf,3,1,Condensed HC,769715.4060772323,3312077.5557880206,4.302989818883384,2.1053394267924213,0.2968285727027561,0.987331970355366,Upregulated
Feature0523,beta-D-Xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranose,C20 H34 O17,546.17965,ABC transporters,NA,beta-D-Xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranose-peak2,20,34,0,17,0,0,0,0,1.7,0.85,0,60.3,4,-13,-4.333333333333333,-0.391304347826087,-13,Carbohydrate,78615.3310373992,134044.31841152988,1.7050658776436594,0.7698274808997471,0.23967120077054704,0.987331970355366,Upregulated
Feature0522,NA,C16 H30 N2 O14,474.16984,NA,NA,Feature0522,16,30,2,14,0,0,0,0,1.875,0.875,0.25,53.175,3,-11,-Inf,-0.8571428571428571,-13,Carbohydrate,59710.2573079027,112480.8416269424,1.883777540045125,0.9136286035794866,0.21663971325162645,0.987331970355366,Upregulated
Feature0521,(+)-[6]-Gingerol,C17 H26 O4,294.18323,Biosynthesis of secondary metabolites;Other,NA,(+)-[6]-Gingerol,17,26,0,4,0,0,0,0,1.5294117647058822,0.2352941176470588,-1.0588235294117645,90.47647058823529,5,1,0.07692307692307693,0.2,1,Lipid,3664232.4468923067,5887760.576841161,1.6068196169799935,0.684207979856108,0.20989325995552147,0.987331970355366,Upregulated
Feature0520,NA,C9 H11 N8 P S,294.05636,NA,NA,Feature0520,9,11,8,0,1,1,0,0,1.2222222222222223,0,1.1111111111111112,28.63333333333333,9,9,1,1,-1,Unsaturated HC,462371.803255577,767168.854796011,1.6592033713871535,0.7304907307238689,0.19638717922112728,0.987331970355366,Upregulated
Feature0519,NA,C9 H21 N O6,239.13682,NA,NA,Feature0519,9,21,1,6,0,0,0,0,2.3333333333333335,0.6666666666666666,-0.666666666666667,79.30000000000001,0,-6,-3.5,-0.8,-7,Other,171438.10958399565,265471.52585465665,1.548497743581275,0.6308692807675154,0.02335479495036381,0.987331970355366,Upregulated
Feature0518,Homogentisic acid,C8 H8 O4,168.04221,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Degradation of aromatic compounds;Other,Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Other,Homogentisic acid-peak2,8,8,0,4,0,0,0,0,1,0.5,0,60.3,5,1,0.25,0.5,1,Lignin,2666896.9124194286,2136936.0828585434,0.8012818466687185,-0.3196183026031197,0.761924016559506,0.987331970355366,Downregulated
Feature0517,D-Xylulosonic acid,C5 H8 O6,164.03204,NA,NA,D-Xylulosonic acid-peak4,5,8,0,6,0,0,0,0,1.6,1.2,0.7999999999999998,37.5,2,-4,4,-0.5,-4,Carbohydrate,3535886.45042581,1575594.12184368,0.44560088224946776,-1.1661760058008181,0.2233674753742843,0.987331970355366,Downregulated
Feature0516,NA,C11 H15 N5 O6,313.10235,NA,NA,Feature0516,11,15,5,6,0,0,0,0,1.3636363636363635,0.5454545454545454,1.0909090909090908,29.209090909090907,7,1,-Inf,-0.3333333333333333,-4,Lignin,116130610.93753727,127886786.704548,1.1012323596001228,0.13911890911503486,0.5807207973893076,0.987331970355366,Upregulated
