FeatureID,Name,Formula,MW,KEGG Pathways,Metabolika Pathways,name4plot,C,H,N,O,P,S,F,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0525,pyr-gln-OH,C10 H15 N3 O5,257.10125,NA,NA,pyr-gln-OH,10,15,3,5,0,0,0,0,1.5,0.5,0.3999999999999999,48.9,5,0,-1.5,-0.1111111111111111,-3,Protein,273908.4044124265,141724.08141306834,0.5174141396540467,-0.950608615023888,0.6180752743428676,0.8333032259155002,Downregulated
Feature0524,Hypoxanthine,C5 H4 N4 O,136.03856,Metabolic pathways;Other,Superpathway of purine nucleotide salvage;Other,Hypoxanthine,5,4,4,1,0,0,0,0,0.8,0.2,2,3.299999999999997,6,5,Inf,3,1,Condensed HC,769715.4060772323,277189.5175684487,0.36011948751437073,-1.4734524232135628,0.5109816966996207,0.7798412522305258,Downregulated
Feature0523,beta-D-Xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranose,C20 H34 O17,546.17965,ABC transporters,NA,beta-D-Xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranose-peak2,20,34,0,17,0,0,0,0,1.7,0.85,0,60.3,4,-13,-4.333333333333333,-0.391304347826087,-13,Carbohydrate,78615.3310373992,183222.34706613966,2.330618527561455,1.2207128854479021,0.012640120778987336,0.15416961486620867,Upregulated
Feature0522,NA,C16 H30 N2 O14,474.16984,NA,NA,Feature0522,16,30,2,14,0,0,0,0,1.875,0.875,0.25,53.175,3,-11,-Inf,-0.8571428571428571,-13,Carbohydrate,59710.2573079027,150080.54079678268,2.5134800545721214,1.3296862407404375,0.004463526738355732,0.1271051277937222,Upregulated
Feature0521,(+)-[6]-Gingerol,C17 H26 O4,294.18323,Biosynthesis of secondary metabolites;Other,NA,(+)-[6]-Gingerol,17,26,0,4,0,0,0,0,1.5294117647058822,0.2352941176470588,-1.0588235294117645,90.47647058823529,5,1,0.07692307692307693,0.2,1,Lipid,3664232.4468923067,8202074.993034814,2.23841557868173,1.162477908362563,0.030063903483232443,0.24661795826089114,Upregulated
Feature0520,NA,C9 H11 N8 P S,294.05636,NA,NA,Feature0520,9,11,8,0,1,1,0,0,1.2222222222222223,0,1.1111111111111112,28.63333333333333,9,9,1,1,-1,Unsaturated HC,462371.803255577,984612.0764862756,2.1294812303725825,1.0905020137728558,0.019927726930120942,0.18948373931752582,Upregulated
Feature0519,NA,C9 H21 N O6,239.13682,NA,NA,Feature0519,9,21,1,6,0,0,0,0,2.3333333333333335,0.6666666666666666,-0.666666666666667,79.30000000000001,0,-6,-3.5,-0.8,-7,Other,171438.10958399565,325031.360558601,1.8959107828901527,0.9228910759923117,0.059307903109732774,0.3375505121003166,Upregulated
Feature0518,Homogentisic acid,C8 H8 O4,168.04221,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Degradation of aromatic compounds;Other,Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Other,Homogentisic acid-peak2,8,8,0,4,0,0,0,0,1,0.5,0,60.3,5,1,0.25,0.5,1,Lignin,2666896.9124194286,1529690.0275650434,0.573584235836584,-0.8019227207654479,0.5438996299858286,0.7998523970379834,Downregulated
Feature0517,D-Xylulosonic acid,C5 H8 O6,164.03204,NA,NA,D-Xylulosonic acid-peak4,5,8,0,6,0,0,0,0,1.6,1.2,0.7999999999999998,37.5,2,-4,4,-0.5,-4,Carbohydrate,3535886.45042581,2351273.9968354334,0.6649744073518765,-0.588629277727718,0.4595309287778068,0.7584041205158795,Downregulated
Feature0516,NA,C11 H15 N5 O6,313.10235,NA,NA,Feature0516,11,15,5,6,0,0,0,0,1.3636363636363635,0.5454545454545454,1.0909090909090908,29.209090909090907,7,1,-Inf,-0.3333333333333333,-4,Lignin,116130610.93753727,169228654.56333,1.4572269378170444,0.5432255696250203,0.17690007563055649,0.6030684396496244,Upregulated
