FeatureID,H_to_C,O_to_C,Class,Fungi,GFE,Comment
Feature0365,1.8,0.2,Lipid,1246,83.1,Upregulated
Feature0365,1.8,0.2,Lipid,1246,83.1,Upregulated
Feature0365,1.8,0.2,Lipid,1246,83.1,Upregulated
Feature0365,1.8,0.2,Lipid,1246,83.1,Upregulated
Feature0365,1.8,0.2,Lipid,1246,83.1,Upregulated
Feature0365,1.8,0.2,Lipid,1246,83.1,Upregulated
Feature0365,1.8,0.2,Lipid,1246,83.1,Upregulated
Feature0365,1.8,0.2,Lipid,1246,83.1,Upregulated
Feature0365,1.8,0.2,Lipid,1246,83.1,Upregulated
Feature0365,1.8,0.2,Lipid,1246,83.1,Upregulated
Feature0365,1.8,0.2,Lipid,1246,83.1,Upregulated
Feature0364,1.6666666666666667,0.1111111111111111,Lipid,1246,101.46666666666667,Upregulated
Feature0364,1.6666666666666667,0.1111111111111111,Lipid,1246,101.46666666666667,Upregulated
Feature0364,1.6666666666666667,0.1111111111111111,Lipid,1246,101.46666666666667,Upregulated
Feature0364,1.6666666666666667,0.1111111111111111,Lipid,1246,101.46666666666667,Upregulated
Feature0364,1.6666666666666667,0.1111111111111111,Lipid,1246,101.46666666666667,Upregulated
Feature0364,1.6666666666666667,0.1111111111111111,Lipid,1246,101.46666666666667,Upregulated
Feature0364,1.6666666666666667,0.1111111111111111,Lipid,1246,101.46666666666667,Upregulated
Feature0364,1.6666666666666667,0.1111111111111111,Lipid,1246,101.46666666666667,Upregulated
Feature0364,1.6666666666666667,0.1111111111111111,Lipid,1246,101.46666666666667,Upregulated
Feature0364,1.6666666666666667,0.1111111111111111,Lipid,1246,101.46666666666667,Upregulated
Feature0364,1.6666666666666667,0.1111111111111111,Lipid,1246,101.46666666666667,Upregulated
Feature0363,2.25,0.5,Protein,1246,74.55,Downregulated
Feature0363,2.25,0.5,Protein,1246,74.55,Downregulated
Feature0363,2.25,0.5,Protein,1246,74.55,Downregulated
Feature0363,2.25,0.5,Protein,1246,74.55,Downregulated
Feature0363,2.25,0.5,Protein,1246,74.55,Downregulated
Feature0363,2.25,0.5,Protein,1246,74.55,Downregulated
Feature0363,2.25,0.5,Protein,1246,74.55,Downregulated
Feature0363,2.25,0.5,Protein,1246,74.55,Downregulated
Feature0363,2.25,0.5,Protein,1246,74.55,Downregulated
Feature0363,2.25,0.5,Protein,1246,74.55,Downregulated
Feature0363,2.25,0.5,Protein,1246,74.55,Downregulated
Feature0357,2.090909090909091,0.2727272727272727,Lipid,1246,65.48181818181817,Upregulated
Feature0357,2.090909090909091,0.2727272727272727,Lipid,1246,65.48181818181817,Upregulated
Feature0357,2.090909090909091,0.2727272727272727,Lipid,1246,65.48181818181817,Upregulated
Feature0357,2.090909090909091,0.2727272727272727,Lipid,1246,65.48181818181817,Upregulated
Feature0357,2.090909090909091,0.2727272727272727,Lipid,1246,65.48181818181817,Upregulated
Feature0357,2.090909090909091,0.2727272727272727,Lipid,1246,65.48181818181817,Upregulated
Feature0357,2.090909090909091,0.2727272727272727,Lipid,1246,65.48181818181817,Upregulated
Feature0357,2.090909090909091,0.2727272727272727,Lipid,1246,65.48181818181817,Upregulated
Feature0357,2.090909090909091,0.2727272727272727,Lipid,1246,65.48181818181817,Upregulated
Feature0357,2.090909090909091,0.2727272727272727,Lipid,1246,65.48181818181817,Upregulated
Feature0357,2.090909090909091,0.2727272727272727,Lipid,1246,65.48181818181817,Upregulated
Feature0353,1.4666666666666666,0.2,Phenol,1246,79.30000000000001,Upregulated
Feature0353,1.4666666666666666,0.2,Phenol,1246,79.30000000000001,Upregulated
Feature0353,1.4666666666666666,0.2,Phenol,1246,79.30000000000001,Upregulated
Feature0353,1.4666666666666666,0.2,Phenol,1246,79.30000000000001,Upregulated
Feature0353,1.4666666666666666,0.2,Phenol,1246,79.30000000000001,Upregulated
Feature0353,1.4666666666666666,0.2,Phenol,1246,79.30000000000001,Upregulated
Feature0353,1.4666666666666666,0.2,Phenol,1246,79.30000000000001,Upregulated
Feature0353,1.4666666666666666,0.2,Phenol,1246,79.30000000000001,Upregulated
Feature0353,1.4666666666666666,0.2,Phenol,1246,79.30000000000001,Upregulated
Feature0353,1.4666666666666666,0.2,Phenol,1246,79.30000000000001,Upregulated
Feature0353,1.4666666666666666,0.2,Phenol,1246,79.30000000000001,Upregulated
Feature0352,1.8181818181818181,0.7272727272727273,Carbohydrate,1246,55.11818181818182,Upregulated
Feature0352,1.8181818181818181,0.7272727272727273,Carbohydrate,1246,55.11818181818182,Upregulated
Feature0352,1.8181818181818181,0.7272727272727273,Carbohydrate,1246,55.11818181818182,Upregulated
Feature0352,1.8181818181818181,0.7272727272727273,Carbohydrate,1246,55.11818181818182,Upregulated
Feature0352,1.8181818181818181,0.7272727272727273,Carbohydrate,1246,55.11818181818182,Upregulated
Feature0352,1.8181818181818181,0.7272727272727273,Carbohydrate,1246,55.11818181818182,Upregulated
Feature0352,1.8181818181818181,0.7272727272727273,Carbohydrate,1246,55.11818181818182,Upregulated
Feature0352,1.8181818181818181,0.7272727272727273,Carbohydrate,1246,55.11818181818182,Upregulated
Feature0352,1.8181818181818181,0.7272727272727273,Carbohydrate,1246,55.11818181818182,Upregulated
Feature0352,1.8181818181818181,0.7272727272727273,Carbohydrate,1246,55.11818181818182,Upregulated
Feature0352,1.8181818181818181,0.7272727272727273,Carbohydrate,1246,55.11818181818182,Upregulated
Feature0350,1.2,0.4,Phenol,1246,37.5,Downregulated
Feature0350,1.2,0.4,Phenol,1246,37.5,Downregulated
Feature0350,1.2,0.4,Phenol,1246,37.5,Downregulated
Feature0350,1.2,0.4,Phenol,1246,37.5,Downregulated
Feature0350,1.2,0.4,Phenol,1246,37.5,Downregulated
Feature0350,1.2,0.4,Phenol,1246,37.5,Downregulated
Feature0350,1.2,0.4,Phenol,1246,37.5,Downregulated
Feature0350,1.2,0.4,Phenol,1246,37.5,Downregulated
Feature0350,1.2,0.4,Phenol,1246,37.5,Downregulated
Feature0350,1.2,0.4,Phenol,1246,37.5,Downregulated
Feature0350,1.2,0.4,Phenol,1246,37.5,Downregulated
Feature0348,2,0.2727272727272727,Lipid,1246,86.2090909090909,Upregulated
Feature0348,2,0.2727272727272727,Lipid,1246,86.2090909090909,Upregulated
Feature0348,2,0.2727272727272727,Lipid,1246,86.2090909090909,Upregulated
Feature0348,2,0.2727272727272727,Lipid,1246,86.2090909090909,Upregulated
Feature0348,2,0.2727272727272727,Lipid,1246,86.2090909090909,Upregulated
Feature0348,2,0.2727272727272727,Lipid,1246,86.2090909090909,Upregulated
Feature0348,2,0.2727272727272727,Lipid,1246,86.2090909090909,Upregulated
Feature0348,2,0.2727272727272727,Lipid,1246,86.2090909090909,Upregulated
Feature0348,2,0.2727272727272727,Lipid,1246,86.2090909090909,Upregulated
Feature0348,2,0.2727272727272727,Lipid,1246,86.2090909090909,Upregulated
Feature0348,2,0.2727272727272727,Lipid,1246,86.2090909090909,Upregulated
Feature0347,1.2,0.4,Phenol,1246,54.599999999999994,Upregulated
Feature0347,1.2,0.4,Phenol,1246,54.599999999999994,Upregulated
Feature0347,1.2,0.4,Phenol,1246,54.599999999999994,Upregulated
Feature0347,1.2,0.4,Phenol,1246,54.599999999999994,Upregulated
Feature0347,1.2,0.4,Phenol,1246,54.599999999999994,Upregulated
Feature0347,1.2,0.4,Phenol,1246,54.599999999999994,Upregulated
Feature0347,1.2,0.4,Phenol,1246,54.599999999999994,Upregulated
Feature0347,1.2,0.4,Phenol,1246,54.599999999999994,Upregulated
Feature0347,1.2,0.4,Phenol,1246,54.599999999999994,Upregulated
Feature0347,1.2,0.4,Phenol,1246,54.599999999999994,Upregulated
Feature0347,1.2,0.4,Phenol,1246,54.599999999999994,Upregulated
Feature0346,1.3333333333333333,0.3333333333333333,Phenol,1246,79.30000000000001,Upregulated
Feature0346,1.3333333333333333,0.3333333333333333,Phenol,1246,79.30000000000001,Upregulated
Feature0346,1.3333333333333333,0.3333333333333333,Phenol,1246,79.30000000000001,Upregulated
Feature0346,1.3333333333333333,0.3333333333333333,Phenol,1246,79.30000000000001,Upregulated
Feature0346,1.3333333333333333,0.3333333333333333,Phenol,1246,79.30000000000001,Upregulated
Feature0346,1.3333333333333333,0.3333333333333333,Phenol,1246,79.30000000000001,Upregulated
Feature0346,1.3333333333333333,0.3333333333333333,Phenol,1246,79.30000000000001,Upregulated
Feature0346,1.3333333333333333,0.3333333333333333,Phenol,1246,79.30000000000001,Upregulated
Feature0346,1.3333333333333333,0.3333333333333333,Phenol,1246,79.30000000000001,Upregulated
Feature0346,1.3333333333333333,0.3333333333333333,Phenol,1246,79.30000000000001,Upregulated
Feature0346,1.3333333333333333,0.3333333333333333,Phenol,1246,79.30000000000001,Upregulated
Feature0342,1.375,0.375,Phenol,1246,67.425,Upregulated
Feature0342,1.375,0.375,Phenol,1246,67.425,Upregulated
Feature0342,1.375,0.375,Phenol,1246,67.425,Upregulated
Feature0342,1.375,0.375,Phenol,1246,67.425,Upregulated
Feature0342,1.375,0.375,Phenol,1246,67.425,Upregulated
Feature0342,1.375,0.375,Phenol,1246,67.425,Upregulated
Feature0342,1.375,0.375,Phenol,1246,67.425,Upregulated
Feature0342,1.375,0.375,Phenol,1246,67.425,Upregulated
Feature0342,1.375,0.375,Phenol,1246,67.425,Upregulated
Feature0342,1.375,0.375,Phenol,1246,67.425,Upregulated
Feature0342,1.375,0.375,Phenol,1246,67.425,Upregulated
Feature0338,1.8,0.4,Protein,1246,71.7,Downregulated
Feature0338,1.8,0.4,Protein,1246,71.7,Downregulated
Feature0338,1.8,0.4,Protein,1246,71.7,Downregulated
Feature0338,1.8,0.4,Protein,1246,71.7,Downregulated
Feature0338,1.8,0.4,Protein,1246,71.7,Downregulated
Feature0338,1.8,0.4,Protein,1246,71.7,Downregulated
Feature0338,1.8,0.4,Protein,1246,71.7,Downregulated
Feature0338,1.8,0.4,Protein,1246,71.7,Downregulated
Feature0338,1.8,0.4,Protein,1246,71.7,Downregulated
Feature0338,1.8,0.4,Protein,1246,71.7,Downregulated
Feature0338,1.8,0.4,Protein,1246,71.7,Downregulated
Feature0337,1.4545454545454546,0.2727272727272727,Phenol,1246,55.11818181818182,Upregulated
Feature0337,1.4545454545454546,0.2727272727272727,Phenol,1246,55.11818181818182,Upregulated
Feature0337,1.4545454545454546,0.2727272727272727,Phenol,1246,55.11818181818182,Upregulated
Feature0337,1.4545454545454546,0.2727272727272727,Phenol,1246,55.11818181818182,Upregulated
Feature0337,1.4545454545454546,0.2727272727272727,Phenol,1246,55.11818181818182,Upregulated
Feature0337,1.4545454545454546,0.2727272727272727,Phenol,1246,55.11818181818182,Upregulated
Feature0337,1.4545454545454546,0.2727272727272727,Phenol,1246,55.11818181818182,Upregulated
Feature0337,1.4545454545454546,0.2727272727272727,Phenol,1246,55.11818181818182,Upregulated
Feature0337,1.4545454545454546,0.2727272727272727,Phenol,1246,55.11818181818182,Upregulated
Feature0337,1.4545454545454546,0.2727272727272727,Phenol,1246,55.11818181818182,Upregulated
Feature0337,1.4545454545454546,0.2727272727272727,Phenol,1246,55.11818181818182,Upregulated
Feature0335,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Downregulated
Feature0335,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Downregulated
Feature0335,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Downregulated
Feature0335,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Downregulated
Feature0335,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Downregulated
Feature0335,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Downregulated
Feature0335,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Downregulated
Feature0335,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Downregulated
Feature0335,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Downregulated
Feature0335,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Downregulated
Feature0335,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Downregulated
Feature0334,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Upregulated
Feature0334,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Upregulated
Feature0334,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Upregulated
Feature0334,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Upregulated
Feature0334,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Upregulated
Feature0334,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Upregulated
Feature0334,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Upregulated
Feature0334,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Upregulated
Feature0334,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Upregulated
Feature0334,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Upregulated
Feature0334,1.8333333333333333,0.3333333333333333,Protein,1246,79.30000000000001,Upregulated
Feature0331,1.3,0.2,Phenol,1246,77.39999999999999,Downregulated
Feature0331,1.3,0.2,Phenol,1246,77.39999999999999,Downregulated
Feature0331,1.3,0.2,Phenol,1246,77.39999999999999,Downregulated
Feature0331,1.3,0.2,Phenol,1246,77.39999999999999,Downregulated
Feature0331,1.3,0.2,Phenol,1246,77.39999999999999,Downregulated
Feature0331,1.3,0.2,Phenol,1246,77.39999999999999,Downregulated
Feature0331,1.3,0.2,Phenol,1246,77.39999999999999,Downregulated
Feature0331,1.3,0.2,Phenol,1246,77.39999999999999,Downregulated
Feature0331,1.3,0.2,Phenol,1246,77.39999999999999,Downregulated
Feature0331,1.3,0.2,Phenol,1246,77.39999999999999,Downregulated
Feature0331,1.3,0.2,Phenol,1246,77.39999999999999,Downregulated
Feature0327,2.1666666666666665,0.5,Protein,1246,79.30000000000001,Downregulated
Feature0327,2.1666666666666665,0.5,Protein,1246,79.30000000000001,Downregulated
Feature0327,2.1666666666666665,0.5,Protein,1246,79.30000000000001,Downregulated
Feature0327,2.1666666666666665,0.5,Protein,1246,79.30000000000001,Downregulated
Feature0327,2.1666666666666665,0.5,Protein,1246,79.30000000000001,Downregulated
Feature0327,2.1666666666666665,0.5,Protein,1246,79.30000000000001,Downregulated
Feature0327,2.1666666666666665,0.5,Protein,1246,79.30000000000001,Downregulated
Feature0327,2.1666666666666665,0.5,Protein,1246,79.30000000000001,Downregulated
Feature0327,2.1666666666666665,0.5,Protein,1246,79.30000000000001,Downregulated
Feature0327,2.1666666666666665,0.5,Protein,1246,79.30000000000001,Downregulated
Feature0327,2.1666666666666665,0.5,Protein,1246,79.30000000000001,Downregulated
Feature0326,2,0.42857142857142855,Protein,1246,68.44285714285714,Downregulated
Feature0326,2,0.42857142857142855,Protein,1246,68.44285714285714,Downregulated
Feature0326,2,0.42857142857142855,Protein,1246,68.44285714285714,Downregulated
Feature0326,2,0.42857142857142855,Protein,1246,68.44285714285714,Downregulated
Feature0326,2,0.42857142857142855,Protein,1246,68.44285714285714,Downregulated
Feature0326,2,0.42857142857142855,Protein,1246,68.44285714285714,Downregulated
Feature0326,2,0.42857142857142855,Protein,1246,68.44285714285714,Downregulated
Feature0326,2,0.42857142857142855,Protein,1246,68.44285714285714,Downregulated
Feature0326,2,0.42857142857142855,Protein,1246,68.44285714285714,Downregulated
Feature0326,2,0.42857142857142855,Protein,1246,68.44285714285714,Downregulated
Feature0326,2,0.42857142857142855,Protein,1246,68.44285714285714,Downregulated
Feature0322,1,0.4,Phenol,1246,66,Downregulated
Feature0322,1,0.4,Phenol,1246,66,Downregulated
Feature0322,1,0.4,Phenol,1246,66,Downregulated
Feature0322,1,0.4,Phenol,1246,66,Downregulated
Feature0322,1,0.4,Phenol,1246,66,Downregulated
Feature0322,1,0.4,Phenol,1246,66,Downregulated
Feature0322,1,0.4,Phenol,1246,66,Downregulated
Feature0322,1,0.4,Phenol,1246,66,Downregulated
Feature0322,1,0.4,Phenol,1246,66,Downregulated
Feature0322,1,0.4,Phenol,1246,66,Downregulated
Feature0322,1,0.4,Phenol,1246,66,Downregulated
Feature0321,1.6363636363636365,0.36363636363636365,Protein,1246,70.66363636363636,Downregulated
