FeatureID,Name,Formula,MW,KEGG.Pathways,name4plot,C,H,O,NA.,F,N,Cl,P,S,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0460,"[Similar to: 2-(2-thienyl)-1,3-thiazole-4-carboxylic acid; ΔMass: -38.9050 Da]",NA,172.07118,NA,"[Similar to: 2-(2-thienyl)-1,3-thiazole-4-carboxylic acid; ΔMass: -38.9050 Da]-peak2",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,18.18856588,28.16497583,1.548498987,0.630870439,0.00114163,0.004867417,Upregulated
Feature0293,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,3,0,0,0,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714286,0.411764706,2,Phenol,19.01241034,29.01243889,1.525973739,0.609730134,2.39E-05,4.24E-04,Upregulated
Feature0103,NP-019445,C10 H10 O4,194.05792,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,NP-019445,10,10,4,0,0,0,0,0,0,1,0.4,-0.2,66,6,2,0.333333333,0.5,2,Phenol,20.21135602,30.77437718,1.522628029,0.606563541,3.73E-06,1.21E-04,Upregulated
Feature0036,NA,NA,188.06609,NA,Feature0036,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,18.8601451,28.60642439,1.51676587,0.600998407,4.99E-04,0.002860014,Upregulated
Feature0039,NA,NA,792.22295,NA,Feature0039,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,17.25646394,25.94952586,1.50375685,0.58857131,4.08E-07,3.61E-05,Upregulated
Feature0347,[Similar to: NP-020414; ΔMass: -0.0036 Da],C25 H48 N2 O12,568.32251,NA,[Similar to: NP-020414; ΔMass: -0.0036 Da],25,48,12,0,0,2,0,0,0,1.92,0.48,-0.72,80.82,3,-9,-1,-0.294117647,-11,Protein,19.47825075,29.2580094,1.502086084,0.586967496,4.10E-04,0.002508956,Upregulated
Feature0064,NA,NA,376.259,NA,Feature0064,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,18.94843484,27.93802475,1.474423877,0.560151339,0.001114502,0.004788877,Upregulated
Feature0548,NA,C14 H10 F N O2,243.07186,NA,Feature0548,14,10,2,0,1,1,0,0,0,0.714285714,0.142857143,-0.214285714,66.40714286,10.5,8.5,0.681818182,0.708333333,7.5,Condensed HC,19.06760127,28.03615059,1.470355405,0.556164917,0.010483801,0.02261212,Upregulated
Feature0479,[Similar to: (±)5(6)-DiHET; ΔMass: -166.1745 Da],NA,172.07118,NA,[Similar to: (±)5(6)-DiHET; ΔMass: -166.1745 Da],0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,18.83873407,27.41810375,1.455411157,0.541426775,1.40E-06,7.01E-05,Upregulated
Feature0541,NA,C14 H10 F N O2,243.07186,NA,Feature0541,14,10,2,0,1,1,0,0,0,0.714285714,0.142857143,-0.214285714,66.40714286,10.5,8.5,0.681818182,0.708333333,7.5,Condensed HC,18.79620442,27.25153816,1.449842615,0.535896299,8.24E-09,4.53E-06,Upregulated
