FeatureID,Name,Formula,MW,KEGG.Pathways,name4plot,C,H,O,NA.,F,N,Cl,P,S,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0550,NA,C23 H38 O5,354.27704,NA,Feature0550,23,38,5,0,0,0,0,0,0,1.6521739130434783,0.21739130434782608,-1.2173913043478262,94.99565217391304,5,0,0,0.12195121951219512,0,Lipid,21.564232553623434,27.3434866291567,1.268001843384043,0.34255684282675564,0.032888604113251355,0.07505698034144499,Upregulated
Feature0549,NA,NA,684.19664,NA,Feature0549,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,22.1117773688128,22.525346924596768,1.0187035871827872,0.026734330689419068,0.6886088139113868,0.7666697320875764,Upregulated
Feature0548,NA,C14 H10 F N O2,243.07186,NA,Feature0548,14,10,2,0,1,1,0,0,0,0.7142857142857143,0.14285714285714285,-0.2142857142857144,66.40714285714286,10.5,8.5,0.6818181818181818,0.7083333333333334,7.5,Condensed HC,19.067601268839532,28.35857530720393,1.4872649636086006,0.5726616935444789,0.009976604225075614,0.030654370523975353,Upregulated
Feature0547,NA,C8 H15 N O4,189.10013,NA,Feature0547,8,15,4,0,0,1,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,Protein,20.943639419688033,22.6469395931573,1.0813278026486686,0.11280393987742318,0.045968375612726195,0.09576744919317957,Upregulated
Feature0546,NA,C19 H22 Cl2 N6 O,420.12438,NA,Feature0546,20,22,1,0,0,6,2,0,0,1.1,0.05,-0.09999999999999964,63.149999999999984,13,12,0.46153846153846156,0.48148148148148145,6,Unsaturated HC,29.4112188135347,20.542278125201232,0.6984504197339797,-0.5177703869013608,7.840757405080083e-4,0.006884060628033641,Downregulated
Feature0545,NA,NA,85.98542,NA,Feature0545,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,26.745868438791035,26.50936776869113,0.9911574877203504,-0.01281378550643286,0.16140353427927964,0.25509179268276955,Downregulated
Feature0544,NA,C14 H10 F N O2,221.08991,Metabolic pathways;ABC transporters;Other,Feature0544,14,10,2,0,1,1,0,0,0,0.7142857142857143,0.14285714285714285,-0.2142857142857144,66.40714285714286,10.5,8.5,0.6818181818181818,0.7083333333333334,7.5,Condensed HC,21.0748550956982,26.10684761566253,1.238767597552377,0.3089055520403964,0.015883164135398916,0.0441199003761081,Upregulated
Feature0543,NA,C5 H14 N O6 P,215.05586,Metabolic pathways;Other,Feature0543,5,14,6,0,0,1,0,1,0,2.8,1.2,-0.7999999999999998,83.1,0,-6,2.6666666666666665,-Inf,-8,Other,22.283568153689032,25.573583252945866,1.1476431008070929,0.1986740559945704,0.03085268778489233,0.07190245034614738,Upregulated
Feature0542,NA,C23 H38 O5,376.259,NA,Feature0542,23,38,5,0,0,0,0,0,0,1.6521739130434783,0.21739130434782608,-1.2173913043478262,94.99565217391304,5,0,0,0.12195121951219512,0,Lipid,20.4610824734598,25.781140350324367,1.260008622894964,0.3334336068722039,0.027036498284687252,0.06638425918115173,Upregulated
Feature0541,NA,C14 H10 F N O2,243.07186,NA,Feature0541,14,10,2,0,1,1,0,0,0,0.7142857142857143,0.14285714285714285,-0.2142857142857144,66.40714285714286,10.5,8.5,0.6818181818181818,0.7083333333333334,7.5,Condensed HC,18.79620441864663,27.816207597536966,1.4798842882311978,0.5654843763128563,2.294368744281722e-5,8.662605345230514e-4,Upregulated
Feature0540,NA,NA,103.99596,NA,Feature0540,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,26.902492112391034,26.728799230775966,0.9935436136961057,-0.009344795875390857,0.21279292119307294,0.3071813822997116,Downregulated
Feature0539,NA,C4 H2 O8 S2,241.91814,NA,Feature0539,4,2,8,0,0,0,0,0,2,0.5,2,4.5,-67.95,4,-4,1,1,-6,Other,26.365156535042633,26.705398965719166,1.0129050032463986,0.018498875252674855,0.026036990023856028,0.06450605636540908,Upregulated
Feature0538,NA,C10 H19 N O8,281.11106,NA,Feature0538,10,19,8,0,0,1,0,0,0,1.9,0.8,0,60.3,2,-6,-7,-0.6,-7,Carbohydrate,25.535446678463366,25.253113092722668,0.988943463989654,-0.016040047667535147,0.6163939820011474,0.7182556993657437,Downregulated
Feature0537,NA,C12 H12 N2 O S,232.07112,NA,Feature0537,12,12,1,0,0,2,0,0,1,1,0.08333333333333333,-0.16666666666666696,65.05000000000001,8,7,0.5,0.5294117647058824,4,Unsaturated HC,26.0604566225288,26.59997387402853,1.0207025248756896,0.029562466197162834,0.00936943731119487,0.02933310725472612,Upregulated
Feature0536,NA,C11 H20 N4 O3,256.15356,NA,Feature0536,11,20,3,0,0,4,0,0,0,1.8181818181818181,0.2727272727272727,-0.18181818181818166,65.48181818181817,4,1,-0.75,-0.2727272727272727,-3,Lipid,18.8906839919831,19.302176535064266,1.0217828292112556,0.03108859694741726,0.06797903241035215,0.12937186098855946,Upregulated
Feature0535,NA,C23 H40 N2 O3,370.31962,NA,Feature0535,23,40,3,0,0,2,0,0,0,1.7391304347826086,0.13043478260869565,-1.2173913043478262,94.99565217391304,5,2,0,0.07692307692307693,0,Lipid,26.251572141706166,26.610660086838067,1.0136787215330778,0.019600472562297716,0.019380404441123412,0.050758202107704174,Upregulated
Feature0534,NA,C19 H20 N4 O2,336.16458,NA,Feature0534,19,20,2,0,0,4,0,0,0,1.0526315789473684,0.10526315789473684,-0.21052631578947345,66.29999999999998,12,10,0.46153846153846156,0.5,6,Unsaturated HC,25.270011922462032,26.202715372088765,1.0369094978066737,0.05228998020385952,0.01201253969507837,0.03477314122259528,Upregulated
Feature0533,NA,C2 H3 P S,89.96937,NA,Feature0533,2,3,0,0,0,0,0,1,1,1.5,0,-3,145.8,2,2,NA,NA,0,Lipid,25.590449068228935,26.291530428545133,1.0273962117056634,0.0389926591911939,0.00916442108932791,0.02930483487866483,Upregulated
Feature0532,NA,C11 H22 N2 O3,230.16304,NA,Feature0532,11,22,3,0,0,2,0,0,0,2,0.2727272727272727,-0.9090909090909092,86.2090909090909,2,-1,-0.5,-0.2,-3,Lipid,24.871048994326202,23.933141171795235,0.9622891731368094,-0.05545759802258285,0.04221426737568162,0.090046644807491,Downregulated
Feature0531,NA,C16 H29 N O13,443.16395,NA,Feature0531,16,29,13,0,0,1,0,0,0,1.8125,0.8125,0,60.3,3,-10,-5.5,-0.5294117647058824,-11,Carbohydrate,27.603754769729033,23.848096055958568,0.8639439183147282,-0.21099042994677605,0.04397639973957656,0.09302699944910427,Downregulated
