FeatureID,Name,Formula,MW,KEGG.Pathways,name4plot,C,H,N,O,Cl,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,gap_status,Study.File.ID,SampleID1,SampleID2,Batch,RT.Range..min.,Instrument.Name,Software.Revision,Ref..File.ID,Sample.Type,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0063,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714286,0.411764706,2,Phenol,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,17.78856003,27.46211082,1.543807412,0.626492789,0.040892632,0.137895733,Upregulated
Feature0063,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714286,0.411764706,2,Phenol,Full gap,F58,F1154_3,Area: 59,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,17.78856003,27.46211082,1.543807412,0.626492789,0.040892632,0.137895733,Upregulated
Feature0063,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714286,0.411764706,2,Phenol,No gap,F56,F1246_2,Area: 57,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,17.78856003,27.46211082,1.543807412,0.626492789,0.040892632,0.137895733,Upregulated
Feature0063,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714286,0.411764706,2,Phenol,Full gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,17.78856003,27.46211082,1.543807412,0.626492789,0.040892632,0.137895733,Upregulated
Feature0063,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714286,0.411764706,2,Phenol,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,17.78856003,27.46211082,1.543807412,0.626492789,0.040892632,0.137895733,Upregulated
Feature0063,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714286,0.411764706,2,Phenol,No gap,F40,CTRL3,Area: 41,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,17.78856003,27.46211082,1.543807412,0.626492789,0.040892632,0.137895733,Upregulated
Feature0063,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714286,0.411764706,2,Phenol,Full gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,17.78856003,27.46211082,1.543807412,0.626492789,0.040892632,0.137895733,Upregulated
Feature0063,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714286,0.411764706,2,Phenol,NA,F18,F1246_1,Area: 19,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,17.78856003,27.46211082,1.543807412,0.626492789,0.040892632,0.137895733,Upregulated
Feature0063,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714286,0.411764706,2,Phenol,No gap,F13,F1177_1,Area: 14,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,17.78856003,27.46211082,1.543807412,0.626492789,0.040892632,0.137895733,Upregulated
Feature0063,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714286,0.411764706,2,Phenol,Full gap,F9,F1154_1,Area: 10,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,17.78856003,27.46211082,1.543807412,0.626492789,0.040892632,0.137895733,Upregulated
Feature0063,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714286,0.411764706,2,Phenol,No gap,F1,CTRL1,Area: 2,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,17.78856003,27.46211082,1.543807412,0.626492789,0.040892632,0.137895733,Upregulated
Feature0298,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",C14 H14 N6,266.12669,Metabolic pathways;Biosynthesis of cofactors;Other,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",14,14,6,0,0,0,0,1,0,0.285714286,52.15714286,11,11,0.625,0.625,5,Unsaturated HC,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,17.95793236,26.7655499,1.490458332,0.575756043,0.001177709,0.01482289,Upregulated
Feature0298,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",C14 H14 N6,266.12669,Metabolic pathways;Biosynthesis of cofactors;Other,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",14,14,6,0,0,0,0,1,0,0.285714286,52.15714286,11,11,0.625,0.625,5,Unsaturated HC,Full gap,F58,F1154_3,Area: 59,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,17.95793236,26.7655499,1.490458332,0.575756043,0.001177709,0.01482289,Upregulated
Feature0298,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",C14 H14 N6,266.12669,Metabolic pathways;Biosynthesis of cofactors;Other,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",14,14,6,0,0,0,0,1,0,0.285714286,52.15714286,11,11,0.625,0.625,5,Unsaturated HC,Full gap,F56,F1246_2,Area: 57,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,17.95793236,26.7655499,1.490458332,0.575756043,0.001177709,0.01482289,Upregulated
Feature0298,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",C14 H14 N6,266.12669,Metabolic pathways;Biosynthesis of cofactors;Other,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",14,14,6,0,0,0,0,1,0,0.285714286,52.15714286,11,11,0.625,0.625,5,Unsaturated HC,Full gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,17.95793236,26.7655499,1.490458332,0.575756043,0.001177709,0.01482289,Upregulated
