FeatureID,Name,Formula,MW,KEGG.Pathways,name4plot,C,H,O,NA.,F,N,Cl,P,S,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0550,NA,C23 H38 O5,354.27704,NA,Feature0550,23,38,5,0,0,0,0,0,0,1.6521739130434783,0.21739130434782608,-1.2173913043478262,94.99565217391304,5,0,0,0.12195121951219512,0,Lipid,21.564232553623434,28.767667827461334,1.3340455198637482,0.4158078945294483,0.0072257890205370745,0.014504321026625513,Upregulated
Feature0549,NA,NA,684.19664,NA,Feature0549,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,22.1117773688128,22.866669444978164,1.034139818955942,0.04843125574706305,0.4427231639642212,0.49999535971318615,Upregulated
Feature0548,NA,C14 H10 F N O2,243.07186,NA,Feature0548,14,10,2,0,1,1,0,0,0,0.7142857142857143,0.14285714285714285,-0.2142857142857144,66.40714285714286,10.5,8.5,0.6818181818181818,0.7083333333333334,7.5,Condensed HC,19.067601268839532,28.53652421849547,1.496597491008486,0.581686261604665,0.009562511722444126,0.01801158029912421,Upregulated
Feature0547,NA,C8 H15 N O4,189.10013,NA,Feature0547,8,15,4,0,0,1,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,Protein,20.943639419688033,22.167101486916568,1.0584168798321854,0.08190797528553413,0.03217809709785457,0.05027827671539776,Upregulated
Feature0546,NA,C19 H22 Cl2 N6 O,420.12438,NA,Feature0546,20,22,1,0,0,6,2,0,0,1.1,0.05,-0.09999999999999964,63.149999999999984,13,12,0.46153846153846156,0.48148148148148145,6,Unsaturated HC,29.4112188135347,19.994099220332334,0.6798119910328668,-0.5567922854480817,6.55976724448586e-5,6.115037261808853e-4,Downregulated
Feature0545,NA,NA,85.98542,NA,Feature0545,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,26.745868438791035,26.60811728616193,0.9948496287213723,-0.007449615756049408,0.17245031284841889,0.21787450987746046,Downregulated
Feature0544,NA,C14 H10 F N O2,221.08991,Metabolic pathways;ABC transporters;Other,Feature0544,14,10,2,0,1,1,0,0,0,0.7142857142857143,0.14285714285714285,-0.2142857142857144,66.40714285714286,10.5,8.5,0.6818181818181818,0.7083333333333334,7.5,Condensed HC,21.0748550956982,27.080564091701934,1.2849703577430347,0.3617350790842284,1.592273154435854e-4,0.0011179149516851237,Upregulated
Feature0543,NA,C5 H14 N O6 P,215.05586,Metabolic pathways;Other,Feature0543,5,14,6,0,0,1,0,1,0,2.8,1.2,-0.7999999999999998,83.1,0,-6,2.6666666666666665,-Inf,-8,Other,22.283568153689032,24.96714662321733,1.1204285799751525,0.1640506893663101,4.0102093390271336e-5,4.2415675701248527e-4,Upregulated
Feature0542,NA,C23 H38 O5,376.259,NA,Feature0542,23,38,5,0,0,0,0,0,0,1.6521739130434783,0.21739130434782608,-1.2173913043478262,94.99565217391304,5,0,0,0.12195121951219512,0,Lipid,20.4610824734598,27.9135685030582,1.364227358902691,0.4480841005404191,2.434075621472823e-4,0.001418132386150074,Upregulated
Feature0541,NA,C14 H10 F N O2,243.07186,NA,Feature0541,14,10,2,0,1,1,0,0,0,0.7142857142857143,0.14285714285714285,-0.2142857142857144,66.40714285714286,10.5,8.5,0.6818181818181818,0.7083333333333334,7.5,Condensed HC,18.79620441864663,27.818171736414232,1.4799887848004796,0.5655862433042007,1.797480465815587e-4,0.0012205114274056455,Upregulated
Feature0540,NA,NA,103.99596,NA,Feature0540,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,26.902492112391034,26.811998362287667,0.9966362317020554,-0.004861072193699796,0.2647464002763479,0.31862258238947777,Downregulated
Feature0539,NA,C4 H2 O8 S2,241.91814,NA,Feature0539,4,2,8,0,0,0,0,0,2,0.5,2,4.5,-67.95,4,-4,1,1,-6,Other,26.365156535042633,26.586752787287168,1.0084048904450844,0.012075019941143857,0.06437222739896349,0.09054916897552409,Upregulated
Feature0538,NA,C10 H19 N O8,281.11106,NA,Feature0538,10,19,8,0,0,1,0,0,0,1.9,0.8,0,60.3,2,-6,-7,-0.6,-7,Carbohydrate,25.535446678463366,24.887542315409068,0.9746272555474528,-0.03707752668370094,0.04785555175785667,0.07018814257818978,Downregulated
Feature0537,NA,C12 H12 N2 O S,232.07112,NA,Feature0537,12,12,1,0,0,2,0,0,1,1,0.08333333333333333,-0.16666666666666696,65.05000000000001,8,7,0.5,0.5294117647058824,4,Unsaturated HC,26.0604566225288,26.623044298644334,1.0215877904314687,0.03081318779889648,0.00446371066914029,0.010229336950113164,Upregulated
Feature0536,NA,C11 H20 N4 O3,256.15356,NA,Feature0536,11,20,3,0,0,4,0,0,0,1.8181818181818181,0.2727272727272727,-0.18181818181818166,65.48181818181817,4,1,-0.75,-0.2727272727272727,-3,Lipid,18.8906839919831,26.030421682926768,1.3779501946024642,0.46252374341333324,0.17234783096429238,0.21787450987746046,Upregulated
Feature0535,NA,C23 H40 N2 O3,370.31962,NA,Feature0535,23,40,3,0,0,2,0,0,0,1.7391304347826086,0.13043478260869565,-1.2173913043478262,94.99565217391304,5,2,0,0.07692307692307693,0,Lipid,26.251572141706166,26.707933274366333,1.0173841448503247,0.02486451619538287,0.008990235412440352,0.017228674135338653,Upregulated
Feature0534,NA,C19 H20 N4 O2,336.16458,NA,Feature0534,19,20,2,0,0,4,0,0,0,1.0526315789473684,0.10526315789473684,-0.21052631578947345,66.29999999999998,12,10,0.46153846153846156,0.5,6,Unsaturated HC,25.270011922462032,26.1545762055892,1.035004505967047,0.04963704861557863,0.006623522686307476,0.013746933877241931,Upregulated
Feature0533,NA,C2 H3 P S,89.96937,NA,Feature0533,2,3,0,0,0,0,0,1,1,1.5,0,-3,145.8,2,2,NA,NA,0,Lipid,25.590449068228935,26.3009745416439,1.0277652600593514,0.03951079291718235,0.017650898997008488,0.03005571036642312,Upregulated
Feature0532,NA,C11 H22 N2 O3,230.16304,NA,Feature0532,11,22,3,0,0,2,0,0,0,2,0.2727272727272727,-0.9090909090909092,86.2090909090909,2,-1,-0.5,-0.2,-3,Lipid,24.871048994326202,23.203896723039634,0.9329681562017391,-0.10010025461830868,0.002362361051440233,0.006732116985969576,Downregulated
Feature0531,NA,C16 H29 N O13,443.16395,NA,Feature0531,16,29,13,0,0,1,0,0,0,1.8125,0.8125,0,60.3,3,-10,-5.5,-0.5294117647058824,-11,Carbohydrate,27.603754769729033,23.630418728007765,0.8560581314075965,-0.22421932741292622,0.004265821564860401,0.009983837704992428,Downregulated
Feature0530,NA,NA,101.96297,NA,Feature0530,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,25.765759067317234,25.505884557773967,0.9899139587207851,-0.014624960322688983,0.023191479861437356,0.037962243820805194,Downregulated
Feature0529,NA,C18 H25 N5 O10,471.15896,NA,Feature0529,18,25,10,0,0,5,0,0,0,1.3888888888888888,0.5555555555555556,0.5555555555555554,44.46666666666667,9,-1,-2,-0.125,-6,Phenol,26.414495450704532,24.1683484980953,0.9149653660127237,-0.1282109604823317,4.6267449082854995e-4,0.002175358689559764,Downregulated
