FeatureID,Name,Formula,MW,Area: 2,Area: 10,Area: 14,Area: 19,Area: 23,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0154,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",C10 H13 N O3,195.08956,2257925.798,2325583.605,110975740,1415762.65,820725.073,2896258.067,2154249.787,1357274.709,3692159567,2269695.912,2151323.734,1634907.96,487806.7065,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime-peak2",10,13,1,3,0,0,0,1.3,0.3,-0.4000000000000003,71.7,5,2,0.16666666666666666,0.3333333333333333,1,Phenol,21.852674885273668,19.739050844645167,0.9032784749818955,-0.1467572649443978,0.019314531755357266,0.05624666320429867,Downregulated
Feature0153,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,817106.9296,751110.9385,2206629.964,2921797054,259358.3891,7378643.782,872850.1032,286793.2395,909997.4955,2675385293,1738263.012,2874776777,465876.0683,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak6",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,20.486234859298733,31.0253585104076,1.5144490299702458,0.5987930238602093,0.01021266685003423,0.03835977304647003,Upregulated
Feature0152,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",C10 H13 N O3,195.08956,1380037.349,1273825.138,2638831468,2444881.928,715653.4896,3381999.28,2067009.134,1232666.528,351439254.5,2118231.585,2005258.7,1519800.113,408542.5427,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime-peak1",10,13,1,3,0,0,0,1.3,0.3,-0.4000000000000003,71.7,5,2,0.16666666666666666,0.3333333333333333,1,Phenol,21.682075563224966,19.919982519681835,0.9187304260422455,-0.12228648697900413,0.08207279235931507,0.15999000029537366,Downregulated
Feature0151,Choline O-Sulfate,C5 H13 N O4 S,183.05656,18455380.89,173889126.6,358388843.4,2281488183,27346608.57,18362239.37,17267620.54,388426123.5,1013034308,1617001965,273773566.5,1510370737,75654.80713,Choline O-Sulfate,5,13,1,4,1,0,0,2.6,0.8,0,60.3,0,-4,6,-4,-6,Other,23.652983768181265,30.405083640511734,1.2854650363990696,0.3622903705763486,6.853714391752762e-5,0.003015736469252185,Upregulated
Feature0150,Betaine,C5 H11 N O2,117.07895,1932171556,1399168738,2002960831,2195957216,372689542.6,1922636748,2159050538,506181853.5,1849146123,2252386478,1274603634,1898401604,277672.4408,Betaine,5,11,1,2,0,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein,31.179296354730667,30.319575021758034,0.9724265319142716,-0.04033883815281167,0.021475227833339928,0.0590568765416848,Downregulated
Feature0149,NA,C30 H32 O10,552.19967,805509.1262,768277.4123,799783.1297,2091823089,799178.472,1446382.912,806836.4141,853498.0929,833131.6292,1831880232,870619.2174,2085742045,1545078.781,Feature0149,30,32,0,10,0,0,0,1.0666666666666669,0.3333333333333333,-0.4000000000000003,71.7,15,5,0.25,0.4,5,Phenol,20.060133800623934,30.317305223930067,1.511321186850065,0.5958102954689712,1.5576159570914103e-4,0.003015736469252185,Upregulated
Feature0148,L-Phenylalanine,C9 H11 N O2,165.07901,1112107575,819605334.9,579010543.8,396138389,14621775.88,1096953852,1312459322,699857469.8,1801302787,189118774.2,41563789.98,3237259.529,342698.6654,L-Phenylalanine-peak2,9,11,1,2,0,0,0,1.2222222222222223,0.2222222222222222,-0.44444444444444464,72.96666666666667,5,3,0.3333333333333333,0.42857142857142855,2,Phenol,29.757931269542066,25.536024337954867,0.8581249854586357,-0.22074030407482506,0.1418279599619756,0.23851773716024566,Downregulated
Feature0147,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,351486.3383,532220.9311,719590.199,1196298798,515743.5294,2351960.839,620492.3733,391500.384,967328.4151,1381709804,952632.6253,1661935952,664340.0482,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak5",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,20.354303378695235,29.281802928740632,1.4386050155560604,0.524670539041746,0.011345837185378111,0.04063392852437742,Upregulated
Feature0146,L-alpha-Glycerylphosphorylcholine,C8 H20 N O6 P,257.10283,1049806155,1488491986,1053173317,1513789617,81659195.34,958507404.1,980587971.8,861982582,755759749.2,1382905160,1632046153,836587745,29374.38688,L-alpha-Glycerylphosphorylcholine,8,20,1,6,0,1,0,2.5,0.75,-1.25,95.925,0,-6,-Inf,-1.6666666666666667,-8,Carbohydrate,29.986796721434935,29.601044097568767,0.9871359176023484,-0.018679353518032765,0.01048275514730157,0.03843676887343909,Downregulated
Feature0145,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,C10 H19 N O7,265.11614,502369597.5,79698117.86,23169906.2,1441632291,161067.2984,555393728.8,536760591.2,26406342.01,33511708.23,1095664071,100516511.3,989159664.9,124542.1197,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose-peak2,10,19,1,7,0,0,0,1.9,0.7,-0.20000000000000015,66,2,-5,-3,-0.4545454545454546,-6,Amino Sugar,28.339794718071566,29.864481459354735,1.05380020414583,0.07560136430794172,0.029480486190233256,0.07625227080568094,Upregulated
Feature0144,Adenosine,C10 H13 N5 O4,267.09675,171942307.1,743269264,695452045,1175248996,35713865.92,155975869.1,188386905.4,615946527.3,1357108263,845601876.1,926640603.2,778300465.2,296606.4708,Adenosine-peak2,10,13,5,4,0,0,0,1.3,0.4,1,31.799999999999997,7,3,-2,0,-2,Phenol,27.171673019902034,29.331753071625702,1.0794974991102502,0.11035990104877462,0.0029748402079357145,0.017620207385465388,Upregulated
Feature0143,DL-Carbidopa,C10 H14 N2 O4,226.09535,297245783.7,1160396533,1102901533,1099965706,25368980.01,274591234.6,338821654.6,881341428.1,1085665192,959430045.6,1352782325,803965985.4,325032.8326,DL-Carbidopa-peak2,10,14,2,4,0,0,0,1.4,0.4,0,60.3,5,1,-0.25,0.16666666666666666,-1,Phenol,28.084763620934268,29.333847647861134,1.0444755043619383,0.06277865789094202,0.020455956455542965,0.057276678075520296,Upregulated
Feature0142,Choline,C5 H13 N O,103.09967,1258592902,730362497,770699118.2,346675206.1,31557910.65,1228856029,1327208320,822407853.3,1130348199,315737652.6,917177209.4,289742797.9,120683.6109,Choline,5,13,1,1,0,0,0,2.6,0.2,-1.5999999999999996,105.89999999999998,0,-1,-0.6666666666666666,-0.42857142857142855,-2,Other,30.156039603229132,27.7533109164216,0.9203234669266634,-0.11978707924820549,0.009114692296953301,0.03509156534327021,Downregulated
Feature0141,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,801393.4383,593936.1114,693410.2379,1261449757,398035.4559,918919.0132,610581.8145,555218.437,624575.9897,1159624125,619974.5323,1247678745,372753.6115,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak4",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,20.487566041215132,28.795109234405565,1.4054919543140474,0.49107519508826836,5.05571186506384e-5,0.003015736469252185,Upregulated
Feature0140,methoxyresorcinol,C7 H8 O3,140.04735,467172.6015,7243034.17,7918120.141,1221573846,946286.5605,2398042.766,1101712.527,7138189.226,4362509.205,992563721,9401036.072,902814352.8,1305817.569,methoxyresorcinol-peak2,7,8,0,3,0,0,0,1.1428571428571428,0.42857142857142855,-0.2857142857142856,68.44285714285714,4,1,0.25,0.4545454545454546,1,Phenol,18.9548046841732,29.775497165128264,1.5708680548942864,0.6515620065111922,0.002640320044933474,0.0162643714767902,Upregulated
Feature0139,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.1057,1194768561,21189835.21,28284200.5,233204001.3,309227.095,1166139855,1201971210,7082328.398,35149096.47,196789414.2,18076606.81,161961985.2,134888.5386,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak2",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate,29.146427191052865,27.374298986162135,0.9391991274513837,-0.0904970267525855,0.02688852356127376,0.07264618646379227,Downregulated
Feature0138,Adenosine,C10 H13 N5 O4,267.09676,7961141.119,647420268.7,613175222.5,1152326006,26530358.61,153407001.2,186051840.4,525758452.4,60441321.41,821615467.7,829545130.1,755940589.5,226883.2077,Adenosine-peak1,10,13,5,4,0,0,0,1.3,0.4,1,31.799999999999997,7,3,-2,0,-2,Phenol,25.4655257429495,29.393256515229734,1.154237175855978,0.2069397034232219,0.09077195923789924,0.17257878669921584,Upregulated
Feature0137,L-Glutamic acid,C5 H9 N O4,147.05318,691095638,409774695.7,257300014,1127590072,5625391.279,580973501.7,729330770.9,496292252.3,904957484.4,282799981.8,930922252.7,429651963,237188.9148,L-Glutamic acid,5,9,1,4,0,0,0,1.8,0.8,0.3999999999999999,48.9,2,-2,-Inf,-0.5,-3,Carbohydrate,29.068499252039835,28.5244048152529,0.9812823348027245,-0.02725980613234989,0.325436703171745,0.44747546686114936,Downregulated
Feature0136,L-Iditol,C6 H14 O6,182.07906,32727186.22,961964058.2,669024339.9,29897049.35,40389839.45,33396702.23,34603911.74,1029209088,1113135697,26514089.47,1025941581,29558284.01,163733.2807,L-Iditol,6,14,0,6,0,0,0,2.3333333333333335,1,-0.33333333333333304,69.79999999999998,0,-6,-Inf,-1,-6,Carbohydrate,24.408687932373766,24.508163039540833,1.0040753975569137,0.005867607532993843,0.867488832506802,0.900593739493435,Upregulated
Feature0135,DL-Carbidopa,C10 H14 N2 O4,226.09535,292953637.2,1103562608,1049543444,1049746355,24661990.95,273337567.2,342781123.4,845775223.3,1036922106,918893740.2,969406341.2,66918176.08,164948.3633,DL-Carbidopa-peak1,10,14,2,4,0,0,0,1.4,0.4,0,60.3,5,1,-0.25,0.16666666666666666,-1,Phenol,27.977047519692267,28.141284583511965,1.005870421591274,0.00844446600993759,0.8830497056071992,0.900593739493435,Upregulated
Feature0134,Isoleucine,C6 H13 N O2,131.0946,598472223,474245844.2,405734711,299405508.1,11336133.44,602726902.4,690581257.1,425204660.4,1083152870,3407404.451,9023292.215,1538905.937,238120.8703,Isoleucine-peak6,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,28.56215172634793,23.228537071473667,0.813262855474781,-0.29820637235427333,0.10104429908323748,0.18524788165260203,Downregulated
