FeatureID,name4plot,KEGG Pathways,Formula,MW,Comment,log2FC,pval
Feature1645,NP-019445,Metabolic pathways,C10 H10 O4,194.05792,Upregulated,2.3193985562350843,0.02523904931998944
Feature1645,NP-019445,Biosynthesis of secondary metabolites,C10 H10 O4,194.05792,Upregulated,2.3193985562350843,0.02523904931998944
Feature1645,NP-019445,Phenylpropanoid biosynthesis,C10 H10 O4,194.05792,Upregulated,2.3193985562350843,0.02523904931998944
Feature1645,NP-019445,Biosynthesis of phenylpropanoids,C10 H10 O4,194.05792,Upregulated,2.3193985562350843,0.02523904931998944
Feature1637,DL-Stachydrine,ABC transporters,C7 H13 N O2,143.09464,Upregulated,2.3677349140609585,0.0025810646287440855
Feature1621,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid-peak3,Metabolic pathways,C18 H28 O3,292.20378,Upregulated,2.5992776122076395,0.03558352568741698
Feature1621,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid-peak3,Biosynthesis of secondary metabolites,C18 H28 O3,292.20378,Upregulated,2.5992776122076395,0.03558352568741698
Feature1621,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid-peak3,Other,C18 H28 O3,292.20378,Upregulated,2.5992776122076395,0.03558352568741698
Feature1587,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid-peak2,Metabolic pathways,C18 H28 O3,292.20378,Upregulated,4.221256540199403,0.02804329819176475
Feature1587,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid-peak2,Biosynthesis of secondary metabolites,C18 H28 O3,292.20378,Upregulated,4.221256540199403,0.02804329819176475
Feature1587,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid-peak2,Other,C18 H28 O3,292.20378,Upregulated,4.221256540199403,0.02804329819176475
Feature1568,Penicillic acid-peak2,Metabolic pathways,C8 H10 O4,170.05795,Upregulated,2.573293728830187,0.04435541630188921
Feature1568,Penicillic acid-peak2,Microbial metabolism in diverse environments,C8 H10 O4,170.05795,Upregulated,2.573293728830187,0.04435541630188921
Feature1568,Penicillic acid-peak2,Degradation of aromatic compounds,C8 H10 O4,170.05795,Upregulated,2.573293728830187,0.04435541630188921
Feature1568,Penicillic acid-peak2,Tyrosine metabolism,C8 H10 O4,170.05795,Upregulated,2.573293728830187,0.04435541630188921
Feature1568,Penicillic acid-peak2,Other,C8 H10 O4,170.05795,Upregulated,2.573293728830187,0.04435541630188921
Feature1560,Feature1560,NA,C21 H31 N O12,489.18471,Downregulated,-2.6620744607228355,0.001289573387759212
Feature1559,Succinyl proline-peak2,Other,C9 H13 N O5,215.07946,Downregulated,-2.3270901517267357,0.004281684259541816
Feature1499,Feature1499,NA,C18 H31 N O11,437.18971,Downregulated,-2.056974105618863,0.002530064731605354
Feature1488,"5-[(5-Hydroxytetrahydro-2-furanyl)methyl]-1,3-benzenediol-peak3",Metabolic pathways,C11 H14 O4,210.08921,Upregulated,2.186394838110976,0.003968087372431882
Feature1488,"5-[(5-Hydroxytetrahydro-2-furanyl)methyl]-1,3-benzenediol-peak3",Biosynthesis of secondary metabolites,C11 H14 O4,210.08921,Upregulated,2.186394838110976,0.003968087372431882
Feature1488,"5-[(5-Hydroxytetrahydro-2-furanyl)methyl]-1,3-benzenediol-peak3",Phenylpropanoid biosynthesis,C11 H14 O4,210.08921,Upregulated,2.186394838110976,0.003968087372431882
