FeatureID,Name,Formula,MW,KEGG Pathways,Metabolika Pathways,name4plot,C,H,O,N,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature1694,α-Lactose,C12 H22 O11,342.11629,Metabolic pathways;Biosynthesis of secondary metabolites;ABC transporters;Other,Other,α-Lactose-peak2,12,22,11,0,0,0,1.8333333333333333,0.9166666666666666,0,60.3,2,-9,-9,-0.5384615384615384,-9,Carbohydrate,638813720.0676523,675349592.201983,1.057193311581444,0.08023920279472568,0.90968146099624,0.9834080376053801,Upregulated
Feature1693,Phenacetin,C10 H13 N O2,179.09462,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of alkaloids derived from shikimate pathway;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",NA,Phenacetin-peak6,10,13,2,1,0,0,1.3,0.2,-0.5999999999999996,77.39999999999999,5,3,0.2857142857142857,0.375,2,Lignin,2406732617.4431953,2276349690.78804,0.9458257532597584,-0.08035367037403722,0.9367039725520477,0.9892621755007286,Downregulated
Feature1692,"4-({4-[(2,4-Dihydroxy-3,6-dimethylbenzoyl)oxy]-2-methoxy-3,5,6-trimethylbenzoyl}oxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C31 H34 O10,566.21535,Biosynthesis of secondary metabolites;Other,NA,"4-({4-[(2,4-Dihydroxy-3,6-dimethylbenzoyl)oxy]-2-methoxy-3,5,6-trimethylbenzoyl}oxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak2",31,34,10,0,0,0,1.096774193548387,0.3225806451612903,-0.4516129032258061,73.17096774193547,15,5,0.23809523809523808,0.38461538461538464,5,Lignin,8735036.33354086,2117540.36180563,0.24241918189563585,-2.044424235470827,0.44512237786081926,0.9595375187955637,Downregulated
Feature1691,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",C10 H13 N O3,195.08956,Other,NA,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime-peak5",10,13,3,1,0,0,1.3,0.3,-0.4000000000000003,71.7,5,2,0.16666666666666666,0.3333333333333333,1,Lignin,1767965307.181983,1565492683.868546,0.8854770382139655,-0.17547319873383563,0.86709514016784,0.9821503592648467,Downregulated
Feature1690,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,NA,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak13",11,12,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Lignin,5340601.3819836,1849299.6397910768,0.3462717974102407,-1.5300232048782842,0.4559461890053755,0.9595375187955637,Downregulated
Feature1689,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",C10 H13 N O3,195.08956,Other,NA,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime-peak4",10,13,3,1,0,0,1.3,0.3,-0.4000000000000003,71.7,5,2,0.16666666666666666,0.3333333333333333,1,Lignin,790967416.9751374,1369061351.0019312,1.7308694664535913,0.7914969279391116,0.5586284313535059,0.9595375187955637,Upregulated
Feature1688,Betaine,C5 H11 N O2,117.07895,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant secondary metabolites;ABC transporters;Biosynthesis of alkaloids derived from shikimate pathway;Lysine degradation;Other,Superpathway of L-lysine degradation;Superpathway of branched chain amino acid biosynthesis;Superpathway of jasmonoyl-amino acid conjugates biosynthesis;Superpathway of linamarin and lotaustralin biosynthesis;Superpathway of indole-3-acetate conjugate biosynthesis;Other,Betaine-peak2,5,11,2,1,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein,3036493607.4865766,1730768701.58405,0.569989245923911,-0.810993394905777,0.49991079954739664,0.9595375187955637,Downregulated
Feature1687,NA,C30 H32 O10,552.19968,NA,NA,Feature1687,30,32,10,0,0,0,1.0666666666666669,0.3333333333333333,-0.4000000000000003,71.7,15,5,0.25,0.4,5,Lignin,13188867.89904914,2064891.64178565,0.15656322116430627,-2.675182751196541,0.43343831900384666,0.9595375187955637,Downregulated
Feature1686,Phenacetin,C10 H13 N O2,179.09467,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of alkaloids derived from shikimate pathway;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",NA,Phenacetin-peak5,10,13,2,1,0,0,1.3,0.2,-0.5999999999999996,77.39999999999999,5,3,0.2857142857142857,0.375,2,Lignin,90091518.09172681,157486675.95888814,1.748074394734284,0.8057665845126131,0.6885712347873907,0.9687860391378261,Upregulated
Feature1685,Choline O-Sulfate,C5 H13 N O4 S,183.05656,ABC transporters,NA,Choline O-Sulfate,5,13,4,1,1,0,2.6,0.8,0,60.3,0,-4,6,-4,-6,Other,503633494.8602187,491929612.6878527,0.9767611124124809,-0.033922331137044445,0.9627950568993436,0.9938908143738501,Downregulated
