FeatureID,Name,Formula,MW,KEGG Pathways,Metabolika Pathways,name4plot,C,H,O,N,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment,KEGGPathways
Feature1121,Phenacetin,C10 H13 N O2,179.09462,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of alkaloids derived from shikimate pathway;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",NA,Phenacetin-peak3,10,13,2,1,0,0,1.3,0.2,-0.5999999999999996,77.39999999999999,5,3,0.2857142857142857,0.375,2,Phenol,23366781.636963703,2477364739.641655,106.02079388300244,6.728203438429406,1.0312724908009537e-4,3.118834864362992e-4,Upregulated,Biosynthesis of secondary metabolites
Feature1095,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,NA,"3',4'-Dimethoxyacetophenone-peak2",10,12,3,0,0,0,1.2,0.3,-0.5999999999999996,77.39999999999999,5,2,0.2857142857142857,0.4117647058823529,2,Phenol,2314287.770077411,46199874.74281724,19.962891106351865,4.319248767604245,0.009883034161633967,0.01838932724602539,Upregulated,Biosynthesis of secondary metabolites
Feature1086,NP-019445,C10 H10 O4,194.05792,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,Superpathway of scopolin and esculin biosynthesis;Other,NP-019445,10,10,4,0,0,0,1,0.4,-0.20000000000000015,66,6,2,0.3333333333333333,0.5,2,Phenol,4054744.799870137,50316634.05161959,12.40932204986886,3.633352394722357,0.0017508743511163167,0.0038670886258907627,Upregulated,Biosynthesis of secondary metabolites
Feature1075,L-Saccharopine,C11 H20 N2 O6,276.13215,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Lysine degradation;Other,Superpathway of L-lysine degradation,L-Saccharopine,11,20,6,2,0,0,1.818181818181818,0.5454545454545454,-0.18181818181818168,65.48181818181817,3,-3,-1.6666666666666667,-0.3333333333333333,-5,Protein,23492393.986503128,112478990.9772365,4.787889690674268,2.259389914071213,7.198742803961253e-4,0.0017635348091800272,Upregulated,Biosynthesis of secondary metabolites
Feature1074,"4-[(1E,3Z)-5-Hydroxy-3-methyl-1,3-pentadien-1-yl]-3,4a,8,8-tetramethyldecahydro-1,2,3-naphthalenetriol",C20 H34 O4,338.24575,Metabolic pathways;Biosynthesis of secondary metabolites;Other,NA,"4-[(1E,3Z)-5-Hydroxy-3-methyl-1,3-pentadien-1-yl]-3,4a,8,8-tetramethyldecahydro-1,2,3-naphthalenetriol",20,34,4,0,0,0,1.7,0.2,-1.2999999999999998,97.35,4,0,0,0.1111111111111111,0,Lipid,6231173.897508984,131668875.3941927,21.1306693666228,4.40126656384558,0.0015904643645255627,0.0035477157395580146,Upregulated,Biosynthesis of secondary metabolites
Feature1069,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,C18 H28 O3,292.20378,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Superpathway of lipoxygenase,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid-peak2,18,28,3,0,0,0,1.5555555555555556,0.16666666666666666,-1.2222222222222223,95.13333333333333,5,2,0.13333333333333333,0.21212121212121213,2,Lipid,8263587.770935306,66047174.226009555,7.992554330736427,2.9986566460020545,0.01628185258847195,0.029229181766824847,Upregulated,Biosynthesis of secondary metabolites
Feature1063,L-Pyroglutamic acid,C5 H7 N O3,129.0426,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Superpathway of butirocin biosynthesis;Other,L-Pyroglutamic acid,5,7,3,1,0,0,1.4,0.6,0.3999999999999999,48.9,3,0,-1,0.2,-1,Phenol,97109053.2914091,252625330.80576852,2.6014601341821275,1.3793215990469025,0.002239845080236332,0.00486094038689587,Upregulated,Biosynthesis of secondary metabolites
Feature1040,1-Monopropionin,C6 H12 O4,148.07358,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant secondary metabolites;Other,Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Superpathway of L-isoleucine biosynthesis I;Other,1-Monopropionin,6,12,4,0,0,0,2,0.6666666666666666,-0.666666666666667,79.30000000000001,1,-3,-1.5,-0.25,-3,Amino Sugar,11509772.792012276,111616685.7872871,9.69755770198596,3.277621455043495,5.1900685998222814e-5,1.654334366193352e-4,Upregulated,Biosynthesis of secondary metabolites
Feature1020,Pinolenic acid,C18 H30 O2,278.22458,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,Superpathway of lipoxygenase,Pinolenic acid,18,30,2,0,0,0,1.6666666666666667,0.1111111111111111,-1.4444444444444446,101.46666666666668,4,2,0.125,0.17647058823529413,2,Lipid,14848571.581668425,62505985.791649684,4.20956220925773,2.073670202086321,0.006201662879805295,0.012122414200595018,Upregulated,Biosynthesis of secondary metabolites
Feature0999,Linolenelaidic acid,C18 H30 O2,278.22466,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,Superpathway of lipoxygenase,Linolenelaidic acid,18,30,2,0,0,0,1.6666666666666667,0.1111111111111111,-1.4444444444444446,101.46666666666668,4,2,0.125,0.17647058823529413,2,Lipid,9324549.145400038,53645103.214426465,5.75310423892082,2.524340610255479,0.003735245398787166,0.00770334877786721,Upregulated,Biosynthesis of secondary metabolites
