FeatureID,Name,Formula,MW,KEGG.Pathways,name4plot,C,H,N,O,Cl,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,gap_status,Study.File.ID,SampleID1,SampleID2,Batch,RT.Range..min.,Instrument.Name,Software.Revision,Ref..File.ID,Sample.Type,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0365,δ-Valerolactam,C5 H9 N O,99.06838,Biosynthesis of secondary metabolites;Cyanoamino acid metabolism,δ-Valerolactam,5,9,1,1,0,0,0,1.8,0.2,-0.7999999999999998,83.1,2,1,0,0.14285714285714285,0,Lipid,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,21.407942392992666,23.195461332925852,1.0834979330156589,0.11569640121109463,0.0530639343556839,0.1631557547566381,Upregulated
Feature0364,α-Eleostearic acid,C18 H30 O2,278.22457000000003,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,α-Eleostearic acid,18,30,0,2,0,0,0,1.6666666666666667,0.1111111111111111,-1.4444444444444446,101.46666666666667,4,2,0.125,0.17647058823529413,2,Lipid,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,21.74444261487047,23.775177722504303,1.0933909939013597,0.12880939743506467,1.0696689310982902e-4,0.00435478375681133,Upregulated
Feature0363,Υ-Aminobutyric acid (GABA),C4 H9 N O2,103.06331,Metabolic pathways;Microbial metabolism in diverse environments;Other,Υ-Aminobutyric acid (GABA),4,9,1,2,0,0,0,2.25,0.5,-0.5,74.55,1,-1,-2,-0.5,-2,Protein,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,27.2586582595881,26.804838057458902,0.9833513374793652,-0.024221131750665953,0.5149580471270883,0.6009611805835942,Downregulated
Feature0362,Valylproline,C10 H18 N2 O3,214.13173,Metabolic pathways;Biosynthesis of cofactors;Other,Valylproline,10,18,2,3,0,0,0,1.8,0.3,-0.5999999999999996,77.39999999999999,3,0,-0.4,-0.07692307692307693,-2,Lipid,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,25.197292677428234,26.23092937063295,1.0410217362014709,0.05800019196363896,0.40767395132707773,0.5044101431674013,Upregulated
Feature0361,Valyllysine,C11 H23 N3 O3,245.17392,NA,Valyllysine,11,23,3,3,0,0,0,2.090909090909091,0.2727272727272727,-0.7272727272727275,81.02727272727273,2,-1,-0.8,-0.38461538461538464,-4,Lipid,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,22.225359594187267,23.4907082935275,1.0569326536192993,0.07988345298847026,0.03767266381902063,0.13484961803496479,Upregulated
Feature0360,Valine,C5 H11 N O2,117.07893,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Cyanoamino acid metabolism;Other,Valine,5,11,1,2,0,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,27.798510239938434,27.717716481872998,0.9970935939599612,-0.00419916277703558,0.9232517294427893,0.9348762159359548,Downregulated
Feature0359,Val-Leu,C11 H22 N2 O3,230.16304,NA,Val-Leu,11,22,2,3,0,0,0,2,0.2727272727272727,-0.9090909090909092,86.2090909090909,2,-1,-0.5,-0.2,-3,Lipid,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,24.556384222891666,25.208479200312652,1.026555007915746,0.037810936283316034,0.5194875826987704,0.6009611805835942,Upregulated
Feature0358,val-his,C11 H18 N4 O3,254.13787,NA,val-his,11,18,4,3,0,0,0,1.6363636363636365,0.2727272727272727,0,60.3,5,2,-0.5,-0.09090909090909091,-2,Lipid,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,22.913620388919302,23.5661861201706,1.0284793812664745,0.04051287131274404,0.2639031567901919,0.38609376769853154,Upregulated
Feature0357,val-arg,C11 H23 N5 O3,273.18012,NA,val-arg,11,23,5,3,0,0,0,2.090909090909091,0.2727272727272727,-0.18181818181818166,65.48181818181817,3,0,-1.6666666666666667,-0.7777777777777778,-5,Lipid,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,22.961741097575732,23.6798739698429,1.0312751924697465,0.04442936261395942,0.6597783864539746,0.7210153025619781,Upregulated
Feature0356,Uracil,C4 H4 N2 O2,112.02722,Metabolic pathways;Other,Uracil,4,4,2,2,0,0,0,1,0.5,1.5,17.549999999999997,4,2,NA,1,0,Phenol,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,24.154752558976366,25.1200462988507,1.0399628908438399,0.05653204937527088,0.41086272910853766,0.506638162583163,Upregulated
